date,hardware
2014-03-05 04:19:14,asrock h81 pro btc
2014-03-05 04:19:14,r9 270x
2014-03-05 04:19:14,usb stick
2014-03-05 05:18:39,vim editor
2014-03-05 05:18:39,antminer s1
2014-03-05 11:31:28,raspberry pi
2014-03-05 12:20:21,pc's
2014-03-05 15:28:26,adobe flash
2014-03-05 16:04:59,video card
2014-03-05 16:04:59,guiminer
2014-03-05 17:49:40,antminer s1
2014-03-05 18:01:02,tgc
2014-03-05 18:01:02,pwny
2014-03-05 18:01:02,ctm
2014-03-05 18:14:01,la3m
2014-03-05 19:15:54,knc jupiter
2014-03-05 19:15:54,asic chips
2014-03-05 19:50:19,miners
2014-03-05 20:17:02,win7 box
2014-03-05 20:57:18,sapphire bloce errupter
2014-03-05 21:53:45,ants
2014-03-05 21:53:45,5pcs 1ths
2014-03-05 21:55:33,a1 chips
2014-03-05 21:55:33,la1ths bitcoin miner
2014-03-05 21:55:33,asic chips
2014-03-05 23:30:10,molex to barrel connector
2014-03-05 23:30:10,750w thermaltake silver psu
2014-03-05 23:30:10,5-chip units
2014-03-05 23:30:10,wiibox controller
2014-03-05 23:30:10,phone charger
2014-03-05 23:49:55,router
2014-03-05 23:49:55,firewall
2014-03-05 23:49:55,computer
2014-03-05 23:49:55,red miners
2014-03-05 23:49:55,lightningasic controller
2014-03-06 03:31:21,msi gaming 270x
2014-03-06 03:31:21,hd 320go
2014-03-06 03:31:21,16go ddr3 1600
2014-03-06 03:31:21,cooler master 1200w
2014-03-06 03:31:21,vga cards
2014-03-06 03:31:21,msi oc 7870
2014-03-06 03:31:21,msi z77a-g45
2014-03-06 03:31:21,msi gaming 270
2014-03-06 03:57:45,antminer s1
2014-03-06 04:22:20,neptune
2014-03-06 07:19:17,block erupter cube
2014-03-06 07:21:23,raspberry pi
2014-03-06 07:21:23,ztex quad
2014-03-06 07:21:23,ztex singles
2014-03-06 07:21:23,qnap nas (419p+ with intel atom)
2014-03-06 07:49:32,49 usb asicminer hub
2014-03-06 07:49:32,erupter
2014-03-06 07:49:32,usb asicminer hub
2014-03-06 07:49:32,usb3 aitech
2014-03-06 07:49:32,usb hub
2014-03-06 07:49:32,minepeon
2014-03-06 07:49:32,pi
2014-03-06 08:43:32,geforce gtx 760
2014-03-06 08:43:32,intel(r) core(tm) i5-4670k cpu
2014-03-06 10:44:30,650gt
2014-03-06 10:44:30,5850s/5970s
2014-03-06 10:44:30,gtx760
2014-03-06 10:44:30,asic market
2014-03-06 10:44:30,6 and 7 gpu rigs
2014-03-06 10:44:30,5870
2014-03-06 10:44:30,q6600 quadcore
2014-03-06 10:44:30,2010 nvidia card
2014-03-06 10:44:30,radeon hd6950
2014-03-06 10:50:19,50 kh/s
2014-03-06 10:50:19,270's
2014-03-06 10:50:19,4.5 gh/s
2014-03-06 10:50:19,260x
2014-03-06 13:16:14,v1 controller
2014-03-06 13:16:14,la6m
2014-03-06 13:16:14,la3m
2014-03-06 13:16:14,la6m
2014-03-06 13:16:14,la3m
2014-03-06 14:28:31,raspberry
2014-03-06 14:28:31,r.pi directory pi
2014-03-06 14:28:31,pendrive
2014-03-06 14:31:02,asic
2014-03-06 17:49:19,290x
2014-03-06 17:49:19,msi afterburner
2014-03-06 17:49:19,monitor
2014-03-06 17:49:19,windows 8
2014-03-06 17:49:19,290
2014-03-06 17:49:19,logmein
2014-03-06 18:01:23,miner
2014-03-06 19:37:35,systems
2014-03-06 19:42:24,16x - 1x
2014-03-06 19:42:24,1x 16 to 16x powered ribbon riser
2014-03-06 19:42:24,16x card
2014-03-06 19:42:24,19cm
2014-03-06 19:42:24,1x to 1x unpowered cables
2014-03-06 22:13:21,32-bit primecoin miner
2014-03-06 22:13:21,t6600
2014-03-06 22:13:21,vostro 5830
2014-03-06 22:13:21,7970 cards
2014-03-06 22:13:21,7950s
2014-03-06 22:13:21,cgminer 3.4.3
2014-03-06 23:02:31,dragon 1th miner
2014-03-06 23:42:31,antminer usb
2014-03-06 23:42:31,arctic breeze usb fan
2014-03-06 23:56:29,t plink style controllers
2014-03-06 23:56:29,20-inch box
2014-03-06 23:56:29,lightning asic hubs
2014-03-07 00:56:02,pcie 16x 30cm powered risers
2014-03-07 00:56:02,evga g2 1300w
2014-03-07 00:56:02,8gb corsair dominator gt 2133
2014-03-07 00:56:02,vrm sink mod
2014-03-07 00:56:02,vtx3d 290x
2014-03-07 00:56:02,sapphire tri-x 290x2x
2014-03-07 00:56:02,v extreme
2014-03-07 00:56:02,aftermarket coolers
2014-03-07 00:56:02,risers
2014-03-07 00:56:02,gpus
2014-03-07 00:56:02,gelid icy vision coolers
2014-03-07 01:17:17,7950
2014-03-07 01:17:17,990fxa-gd80 based miner
2014-03-07 01:17:33,accessory kit
2014-03-07 04:19:23,usb
2014-03-07 04:19:23,fpga
2014-03-07 04:19:23,fpga board (mod miner quad)
2014-03-07 04:19:23,modminer quad (com8)
2014-03-07 09:38:21,cgminer
2014-03-07 09:38:21,block erupter asic mining btc 333 mh/s
2014-03-07 09:38:21,antminer 1.6gh/s
2014-03-07 09:38:21,usb minders
2014-03-07 09:38:21,10 ports usb hub
2014-03-07 11:16:40,bitmine coincraft rigs
2014-03-07 14:08:05,psu
2014-03-07 14:08:05,d-link 7-port hub
2014-03-07 14:08:05,raspberry pi
2014-03-07 14:08:05,fan
2014-03-07 14:08:05,diy2
2014-03-07 14:08:05,diy1
2014-03-07 15:42:18,cpuminer
2014-03-07 15:50:37,computers
2014-03-07 15:51:14,sha256 asic
2014-03-07 16:03:25,usb asic
2014-03-07 16:03:25,red fury
2014-03-07 17:02:32,server
2014-03-07 17:02:32,windows machine
2014-03-07 17:11:07,bitburner fury boards
2014-03-07 17:11:07,psu
2014-03-07 17:11:07,erupter blade cards
2014-03-07 18:05:21,kncminer neptune
2014-03-07 19:28:07,pcb
2014-03-07 19:28:07,mining machine
2014-03-07 19:28:19,extra fans
2014-03-07 19:28:19,knc jupiter
2014-03-07 20:05:09,computer
2014-03-07 20:10:09,psu
2014-03-07 20:10:09,power meter
2014-03-07 20:10:09,terraminer iv
2014-03-07 20:16:20,git
2014-03-07 20:16:20,mingw
2014-03-07 20:16:20,libevent-2.0-5
2014-03-07 20:16:20,block erupter cubes
2014-03-08 00:55:40,terraminer iv
2014-03-08 00:55:40,knc jupiter
2014-03-08 02:28:31,cgminer
2014-03-08 02:41:19,technobit hex16b miners
2014-03-08 02:41:19,fan
2014-03-08 02:41:19,atx power
2014-03-08 05:03:32,jalapenos
2014-03-08 05:03:32,60gh/s units
2014-03-08 09:41:57,antminer u2+ 2.0gh/s usb
2014-03-08 11:21:00,x1 model
2014-03-08 13:06:02,computer
2014-03-08 13:06:02,amd radeon hd 6850
2014-03-08 14:57:53,ztex
2014-03-08 14:57:53,cm1's
2014-03-08 14:57:53,cairnsmore
2014-03-08 14:57:53,lancelots
2014-03-08 14:57:53,usb brogrammer
2014-03-08 15:22:45,60t jingtian miner
2014-03-08 18:01:17,antminer 180i
2014-03-08 18:01:17,antminer 180ghs
2014-03-08 18:26:26,sp601
2014-03-08 21:27:52,mobo box
2014-03-08 21:27:52,non cased rigs
2014-03-08 21:27:52,wire racks
2014-03-08 21:27:52,cardboard boxes
2014-03-08 23:03:51,dzmc gb u2
2014-03-08 23:41:46,netbook
2014-03-08 23:41:46,fan
2014-03-08 23:41:46,usb hub
2014-03-08 23:41:46,dualminer
2014-03-08 23:41:46,gen 1 avlon
2014-03-09 00:49:14,antminer u2s
2014-03-09 00:49:14,d-link dub-h7 hubs
2014-03-09 00:49:14,be's
2014-03-09 00:49:14,antminer u2
2014-03-09 00:56:12,usb hub
2014-03-09 01:02:53,asicminer cubes
2014-03-09 01:50:00,dzmc gridseed sha256 / scrypt miner gb
2014-03-09 02:07:52,u2
2014-03-09 02:07:52,u2+
2014-03-09 02:08:22,1st batch a1 chips
2014-03-09 02:08:22,hex8a1 boards
2014-03-09 05:07:35,miners
2014-03-09 05:08:10,asicminer blade
2014-03-09 10:59:18,winxp notebook
2014-03-09 10:59:18,red furry usb miner
2014-03-09 10:59:35,sunon 4500 fan
2014-03-09 10:59:35,nikon d5100
2014-03-09 10:59:35,f9 3pin model fan
2014-03-09 10:59:35,technobit hex8a1 coincraft based miner
2014-03-09 14:16:33,gigabyte ga-990fxa-ud5
2014-03-09 14:16:33,gpu 280x vapor-x
2014-03-09 14:16:33,gigabyte ga-970a-d3p
2014-03-09 15:57:05,8gb ram
2014-03-09 15:57:05,win 8.1
2014-03-09 15:57:05,pci slot
2014-03-09 15:57:05,5 x 7970
2014-03-09 15:57:05,powered risers
2014-03-09 15:57:05,msi mobo (z77a-gd65)
2014-03-09 18:09:13,bitmain s1
2014-03-09 18:09:13,home built boxes
2014-03-09 20:27:55,jalapenos
2014-03-09 20:27:55,singles
2014-03-09 20:27:55,minirigs
2014-03-09 20:27:55,sc orders
2014-03-09 21:49:12,gpu
2014-03-09 21:49:12,bitfury red usb
2014-03-10 00:45:43,cgminer
2014-03-10 02:45:08,gold units
2014-03-10 07:00:35,amt miner
2014-03-10 07:00:35,30ghs cubes
2014-03-10 08:25:20,atx power supply
2014-03-10 08:25:20,mod small router
2014-03-10 09:04:11,280x toxic
2014-03-10 12:42:30,gpu
2014-03-10 12:42:30,cg-watcher
2014-03-10 12:42:30,cgminer
2014-03-10 12:42:30,pc
2014-03-10 13:40:40,antminers
2014-03-10 13:40:40,bitfury chips
2014-03-10 14:57:57,antminers
2014-03-10 18:57:22,macminer
2014-03-10 19:13:56,delta 5200rpm fan
2014-03-10 19:13:56,tp-link
2014-03-10 19:13:56,usb-b
2014-03-10 19:13:56,jumper j1
2014-03-10 19:13:56,jumper p5
2014-03-10 19:13:56,arctic-mx4 10g
2014-03-10 19:13:56,ocz 1250w
2014-03-10 19:19:26,terawhatever miner
2014-03-10 19:19:26,cex:io
2014-03-10 20:34:43,avalon 200gh/s
2014-03-10 21:37:24,industrial fans
2014-03-10 23:44:55,plug packs
2014-03-10 23:44:55,adapters
2014-03-10 23:44:55,power packs
2014-03-10 23:44:55,tp-link wr703n router
2014-03-10 23:44:55,atx power
2014-03-10 23:44:55,tl-mr3420
2014-03-11 00:14:26,asicminer block erupter (335mh/s)
2014-03-11 00:14:26,49 port block erupter usb hub
2014-03-11 00:14:26,2x 140mm fans
2014-03-11 00:14:26,raspberry pi
2014-03-11 00:14:26,minepeon 0.2.4
2014-03-11 00:14:26,cgminer 4.1.0
2014-03-11 01:11:49,red fury miners
2014-03-11 01:11:49,cgminer
2014-03-11 01:40:53,terraminer iv 1.7th/s asic miner
2014-03-11 02:33:13,s1
2014-03-11 03:36:48,thermal pad
2014-03-11 03:36:48,blade v2
2014-03-11 03:36:48,computer's ethernet port
2014-03-11 03:36:48,antec diamond-based thermal grease
2014-03-11 07:29:09,psu fan
2014-03-11 07:29:09,wifi aerial
2014-03-11 07:29:09,lan cable
2014-03-11 07:29:09,laptop
2014-03-11 07:29:09,router
2014-03-11 07:29:09,bitmain antminer
2014-03-11 08:18:38,blade (green one)
2014-03-11 08:18:38,asicminer blades
2014-03-11 08:52:36,quad r9 290 rig
2014-03-11 08:52:36,silverstone 1500w
2014-03-11 08:52:36,antminers
2014-03-11 08:52:36,psu
2014-03-11 09:30:25,thermal paste
2014-03-11 09:30:25,data center
2014-03-11 09:30:25,rack
2014-03-11 09:30:25,module
2014-03-11 09:30:25,knc jupiter
2014-03-11 09:30:25,fans
2014-03-11 09:30:25,boards with dead die issues
2014-03-11 09:30:25,heatsinks
2014-03-11 09:59:52,knc jupiter
2014-03-11 09:59:52,asic modul
2014-03-11 09:59:52,fan
2014-03-11 09:59:52,modules
2014-03-11 13:49:24,cpu
2014-03-11 13:49:24,gpu1
2014-03-11 13:49:24,gpu2
2014-03-11 14:54:07,cp210x_vcp_windows
2014-03-11 14:54:07,usb
2014-03-11 14:54:07,asic miner
2014-03-11 14:54:07,cgminer 3.1.1
2014-03-11 15:17:31,24u rack cabinet
2014-03-11 15:17:31,2th/s bitmine coincraft rig
2014-03-11 15:17:31,kncminer neptune
2014-03-11 18:37:05,mining equipment
2014-03-11 18:37:05,rig/asics
2014-03-11 18:37:05,mining rig
2014-03-11 18:37:05,mining equipment
2014-03-11 19:13:39,cgminer / chainminer
2014-03-11 19:13:39,bitfury
2014-03-11 19:53:56,antminer s1
2014-03-11 19:53:56,scrypt rigs
2014-03-11 20:11:51,cp210x usb to uart bridge vcp driver
2014-03-11 20:11:51,cgminer
2014-03-11 20:11:51,antminer u1
2014-03-11 20:13:50,knc
2014-03-11 21:01:24,control board
2014-03-11 21:01:24,controller boards
2014-03-11 21:01:24,antminer s1
2014-03-11 21:01:24,blades with bitmain chips
2014-03-12 00:32:47,zadig tools
2014-03-12 00:32:47,silicon labs cp210x driver
2014-03-12 00:32:47,windows xp
2014-03-12 00:32:47,bfgminer program
2014-03-12 00:32:47,asicminer block erupter
2014-03-12 00:32:47,cgminer 3.2.2
2014-03-12 02:57:09,physical litecoins
2014-03-12 07:02:05,bitmine a1 28nm 1t colorbit
2014-03-12 07:02:05,color bit antminer 200g
2014-03-12 07:02:05,colorbit miner 210g
2014-03-12 07:02:05,colorbit miner 110g
2014-03-12 07:02:05,avalon gen1 chip
2014-03-12 08:13:56,cpu
2014-03-12 08:13:56,bitcoin-qt
2014-03-12 10:10:18,diy0
2014-03-12 10:10:18,raspberry pi
2014-03-12 10:10:18,d-link hub7
2014-03-12 10:10:18,antminer
2014-03-12 10:20:43,antminer
2014-03-12 12:05:15,600 watt pc
2014-03-12 12:05:15,r9 290
2014-03-12 12:05:15,gpus
2014-03-12 13:12:02,solar cells
2014-03-12 13:12:02,chips
2014-03-12 13:16:39,antminer u-1
2014-03-12 13:16:39,gridseed
2014-03-12 13:16:39,zoomhash
2014-03-12 13:16:39,r9 290
2014-03-12 13:16:39,cpuminers
2014-03-12 13:16:39,guiminer
2014-03-12 13:16:39,bfgminer
2014-03-12 13:16:39,cgminer
2014-03-12 15:34:38,mercury
2014-03-12 15:34:38,blade v2
2014-03-12 15:34:38,psu
2014-03-12 15:34:38,cooling system
2014-03-12 15:34:38,voltages
2014-03-12 15:34:38,pc connections
2014-03-12 15:34:38,miner program
2014-03-12 15:34:38,wireless 4 port modem router
2014-03-12 15:34:38,16 port switch
2014-03-12 16:43:39,r9 280x
2014-03-12 16:43:39,neptune
2014-03-12 16:43:39,knc
2014-03-12 17:05:26,avalon asic 230gh/s
2014-03-12 17:05:26,power supply
2014-03-12 19:39:29,fractal psu
2014-03-12 19:39:29,ant miners
2014-03-12 19:41:19,trend net 16 port gigabyte switch
2014-03-12 19:41:19,eaton ups
2014-03-12 19:41:19,fractal design newton r-3 1000 watt psu
2014-03-12 19:41:19,ant miners
2014-03-12 19:53:57,power supplies 12v 30a
2014-03-12 19:53:57,power supplies 12v 5a
2014-03-12 19:53:57,usb cables
2014-03-12 19:53:57,connectors for jack 25mm
2014-03-12 19:53:57,power supply unit
2014-03-13 08:19:29,antminer u1s
2014-03-13 08:45:02,avalon 60gh/s mini rig
2014-03-13 11:37:15,usb
2014-03-13 11:37:15,miners
2014-03-13 11:37:15,heat sink
2014-03-13 11:37:15,rpi
2014-03-13 11:37:15,onestring miners
2014-03-13 13:01:17,power supplies
2014-03-13 13:01:17,barrier strips
2014-03-13 13:01:17,usb hub
2014-03-13 13:01:17,ubuntu box
2014-03-13 13:01:17,grid seeds
2014-03-13 13:56:15,bfgminer
2014-03-13 13:56:15,erupter blade v2
2014-03-13 15:12:56,sgminer
2014-03-13 15:12:56,cgminer
2014-03-13 16:45:24,january unit
2014-03-13 16:45:24,rubber feet
2014-03-13 16:45:24,cta1 board
2014-03-13 16:45:24,machine
2014-03-13 16:45:24,cta1
2014-03-13 16:45:24,psu
2014-03-13 16:54:29,block errupter cubes
2014-03-13 16:54:29,psu
2014-03-13 16:54:29,corsair cx500
2014-03-13 16:54:29,power supply
2014-03-13 16:54:29,slush proxys
2014-03-13 17:35:53,ant
2014-03-13 18:57:44,usb hubs
2014-03-13 18:57:44,usb connections
2014-03-13 18:57:44,usb data cable
2014-03-13 18:57:44,stm32 virtual com port
2014-03-13 18:57:44,usb hub
2014-03-13 18:57:44,gridseed miners
2014-03-13 20:40:42,antminer s1
2014-03-13 21:06:49,blade server enclosure
2014-03-13 22:16:43,1th/s miner
2014-03-13 22:16:43,pcfli
2014-03-13 23:13:58,computer
2014-03-13 23:13:58,antminer
2014-03-14 00:44:37,xp machine
2014-03-14 00:44:37,ubuntu 12.04 server 32bit
2014-03-14 00:44:37,be blade
2014-03-14 00:44:37,raspberry pi
2014-03-14 01:07:37,usb erupters
2014-03-14 01:07:37,asics
2014-03-14 01:07:37,bfl
2014-03-14 01:07:37,zadig utility
2014-03-14 01:50:26,ti tps54821 8a regulator
2014-03-14 01:50:26,ti tlv70233
2014-03-14 01:50:26,ti tlv70218
2014-03-14 01:50:26,txb0104 level shifter
2014-03-14 01:50:26,22uf capacitors
2014-03-14 01:50:26,100uf capacitors
2014-03-14 02:01:46,gold miners
2014-03-14 02:01:46,pc
2014-03-14 02:01:46,red miners
2014-03-14 02:01:46,st32 virtual driver
2014-03-14 04:33:27,micro usb cables
2014-03-14 05:14:17,gridseed 5 chip usb miner
2014-03-14 05:37:05,antminer
2014-03-14 07:03:24,raspberry pi
2014-03-14 07:03:24,class 10 8gb sandisk sd card
2014-03-14 07:03:24,usb fan
2014-03-14 07:03:24,phone charger
2014-03-14 07:03:24,antminer s1
2014-03-14 08:22:44,amu
2014-03-14 08:22:44,block erupters
2014-03-14 08:22:44,ica
2014-03-14 08:22:44,ant miners
2014-03-14 08:36:50,petamine units
2014-03-14 10:42:37,hp (dell) dl360's
2014-03-14 10:42:37,gridseeds
2014-03-14 11:21:04,ufasoft miner
2014-03-14 11:21:04,cpu miner
2014-03-14 14:45:26,previous unit
2014-03-14 14:45:26,next units
2014-03-14 15:58:00,antminer s1
2014-03-14 16:23:02,antminer s1
2014-03-14 19:30:42,cgminer
2014-03-14 19:30:42,rig
2014-03-14 19:33:58,gui miners
2014-03-14 19:33:58,miner
2014-03-14 20:21:58,cointerra's 2th/s rig
2014-03-14 20:52:16,modules from knc
2014-03-14 20:52:16,asics
2014-03-14 21:10:10,avalon gen2 chips
2014-03-14 21:10:10,avalon 2's
2014-03-14 21:10:10,avalon gen1
2014-03-14 22:01:43,cpu heatsink
2014-03-14 22:01:43,pcb
2014-03-14 22:01:43,cooling system
2014-03-14 22:01:43,raspberry pi controller
2014-03-14 22:01:43,nxp arm
2014-03-14 22:01:43,lpc
2014-03-14 23:51:35,bitmain sc1
2014-03-15 00:11:54,230 gh/s avalon box
2014-03-15 00:11:54,btmine rigs
2014-03-15 00:11:54,chinese btmine avalon clones
2014-03-15 00:11:54,avalon asic 230gh/s
2014-03-15 00:11:54,cgminer api log
2014-03-15 00:57:07,bitfury red fury - usb bitcoin - asic miner 2.2+ gh/s
2014-03-15 00:57:07,redfury usb miners
2014-03-15 03:03:57,10 port hub
2014-03-15 03:03:57,psu
2014-03-15 03:03:57,controler
2014-03-15 03:03:57,custom power cables
2014-03-15 03:03:57,modified cpu miner
2014-03-15 03:03:57,usb cables
2014-03-15 03:03:57,power supply
2014-03-15 03:03:57,gridseed usb asic sha/scrypt miner
2014-03-15 03:03:57,usb cable
2014-03-15 03:07:01,power supply
2014-03-15 03:07:01,power board
2014-03-15 03:07:01,1th bitmine
2014-03-15 04:23:04,gridseed 5-chip usb miner
2014-03-15 04:23:47,avalon 2 200 gh/s miner
2014-03-15 04:23:47,router
2014-03-15 04:52:54,5chip
2014-03-15 04:52:54,gpus
2014-03-15 05:24:50,2x280x
2014-03-15 05:24:50,1x7970
2014-03-15 08:20:03,gpu rigs
2014-03-15 08:20:03,bfl single
2014-03-15 10:28:39,monitor
2014-03-15 10:28:39,gpuz
2014-03-15 10:28:39,msi ab
2014-03-15 10:28:39,hwinfo
2014-03-15 10:28:39,modified bios from stilt
2014-03-15 10:28:39,drivers
2014-03-15 10:28:39,5 card rig
2014-03-15 10:28:39,mouse
2014-03-15 10:28:39,card
2014-03-15 12:26:53,cgminer
2014-03-15 12:26:53,digital ocean vps
2014-03-15 12:26:53,control miner
2014-03-15 12:26:53,home router
2014-03-15 12:26:53,gpu
2014-03-15 12:26:53,digital ocean ubuntu lamp configuration server
2014-03-15 12:26:53,debian 64bit server
2014-03-15 14:19:43,motherboard
2014-03-15 14:19:43,intel grapichs
2014-03-15 14:19:43,5970asus 6970 dciii
2014-03-15 16:40:08,sd card 8gb
2014-03-15 16:40:08,sd card 1gb
2014-03-15 16:40:08,hex16a2 (hex16c)
2014-03-15 16:40:08,raspberry
2014-03-15 16:50:23,1-chip dualminers
2014-03-15 21:34:18,antminers
2014-03-15 21:34:18,avalon
2014-03-15 21:34:18,s1 180hgs antminers
2014-03-15 21:34:18,avalon miner
2014-03-15 21:34:18,solar panels
2014-03-15 21:45:46,antminer s1
2014-03-15 21:45:46,corsair cx600 psu
2014-03-15 21:45:46,pci ports
2014-03-15 21:45:46,ribbon cable
2014-03-15 21:45:46,wifi
2014-03-15 21:45:46,pc
2014-03-15 21:45:46,second wifi card
2014-03-16 02:10:56,dualminer usb asic scrypt miner
2014-03-16 02:10:56,corsair psu
2014-03-16 02:57:25,xilinx atrix-7s
2014-03-16 02:59:15,cgminer 3.7.2
2014-03-16 03:04:14,avalon 2
2014-03-16 03:04:14,screws
2014-03-16 03:10:34,bifury
2014-03-16 03:10:34,firmware.bin
2014-03-16 03:10:34,usb port
2014-03-16 04:48:41,10 for 2250 pack
2014-03-16 04:48:41,10 set kit
2014-03-16 04:48:41,x5 pack
2014-03-16 04:48:41,20 pack
2014-03-16 06:40:40,scrypt asic gridseeds 300-333 kh per share
2014-03-16 06:40:40,raspberry pis
2014-03-16 06:40:40,12v fuses
2014-03-16 09:15:10,gpu miners
2014-03-16 09:15:10,bitcoin-qt
2014-03-16 09:32:18,usb miners
2014-03-16 12:11:00,miners
2014-03-16 12:47:00,khs
2014-03-16 17:53:40,corsair ax1200 psu
2014-03-16 17:53:40,be cubes
2014-03-16 19:23:33,"3.5"" floppy drive"
2014-03-16 19:23:33,netware servers
2014-03-16 23:35:02,amazon
2014-03-16 23:35:02,graphics card
2014-03-16 23:35:02,r9 270x
2014-03-16 23:35:02,sapphire
2014-03-16 23:35:02,hdmi port
2014-03-16 23:35:02,psu
2014-03-17 00:15:41,1ths 1kw 28nm miner
2014-03-17 00:31:27,220v switched managed pdus
2014-03-17 00:31:27,antminers
2014-03-17 00:31:27,gpu rigs
2014-03-17 00:31:27,psus
2014-03-17 00:56:03,centos
2014-03-17 02:41:42,outlets
2014-03-17 02:41:42,inductance meter
2014-03-17 02:41:42,8 750w power supplies
2014-03-17 02:41:42,30a breaker
2014-03-17 02:41:42,psus
2014-03-17 02:41:42,antminer s1
2014-03-17 03:01:24,gpu
2014-03-17 03:01:24,wireless broadband router
2014-03-17 03:01:24,rosewill 10-port rhb-500
2014-03-17 03:01:24,antminer u2
2014-03-17 03:01:24,u1s
2014-03-17 03:01:24,usb block erupter
2014-03-17 03:01:24,powered usb hub
2014-03-17 04:20:05,avalon 2 200 gh/s miner
2014-03-17 04:20:05,router
2014-03-17 11:46:59,gridseed scrypt/asics miners
2014-03-17 11:46:59,small farm
2014-03-17 12:18:11,r9 290s
2014-03-17 12:18:11,tri-x cards
2014-03-17 12:18:11,5xxx cards
2014-03-17 12:18:11,bitcoin asics
2014-03-17 13:59:35,dps-600
2014-03-17 13:59:35,fortron raider s 750w
2014-03-17 13:59:35,750w corsair
2014-03-17 13:59:35,ax860 psu
2014-03-17 13:59:35,powercool 750watt psu
2014-03-17 13:59:35,ibm dps-2500bb a psu
2014-03-17 13:59:35,dell n750p psu
2014-03-17 13:59:35,dell 2950 psus
2014-03-17 13:59:35,evga g2 1300w psu
2014-03-17 14:03:07,bfgminer
2014-03-17 14:50:53,tabs
2014-03-17 14:50:53,gui-miner
2014-03-17 14:50:53,internet browser
2014-03-17 16:26:02,7970
2014-03-17 16:26:02,290
2014-03-17 16:26:02,gigabyte 280xs
2014-03-17 16:26:02,a88x-pro
2014-03-17 16:43:50,klondikes
2014-03-17 16:43:50,bfl 50 gh units
2014-03-17 16:43:50,jalapeno (butterflylabs)
2014-03-17 16:43:50,neptunes
2014-03-17 16:46:26,30a sockets
2014-03-17 16:46:26,30a 240 circuits
2014-03-17 16:46:26,30a pdus
2014-03-17 16:46:26,commercial a/c
2014-03-17 16:49:28,fans
2014-03-17 16:49:28,cointerra 2th/s machine
2014-03-17 17:10:26,neptunes
2014-03-17 17:10:26,avalon 65 gh/s
2014-03-17 17:10:26,7gh bfl jally
2014-03-17 21:48:58,worker
2014-03-17 21:48:58,computers
2014-03-18 01:06:37,server
2014-03-18 01:06:37,miner
2014-03-18 01:06:37,asic
2014-03-18 01:50:52,easyminer
2014-03-18 01:50:52,jalepenos
2014-03-18 01:50:52,50 bfl single
2014-03-18 03:14:08,servers
2014-03-18 03:14:08,test unit
2014-03-18 07:22:25,lead pencil
2014-03-18 07:22:25,knc neptune
2014-03-18 09:33:27,gridseed usb asic sha/scrypt miner
2014-03-18 09:33:27,cables
2014-03-18 09:33:27,multiminer
2014-03-18 09:33:27,bfgminer
2014-03-18 09:33:27,raspberry pi
2014-03-18 09:33:27,power cable
2014-03-18 09:33:27,usb cable
2014-03-18 09:33:27,microusbs
2014-03-18 09:53:24,radeon 7850
2014-03-18 09:53:24,radeon 4850
2014-03-18 10:26:41,core i3 3240 3.4 ghz machine
2014-03-18 10:26:41,video card nvidia gtx 760
2014-03-18 11:06:47,coincraft desk
2014-03-18 11:15:15,antminer s1
2014-03-18 11:15:15,klondike
2014-03-18 11:15:15,rpi
2014-03-18 11:15:15,tplinks
2014-03-18 14:26:23,gridseeds controllers
2014-03-18 14:26:23,power bricks
2014-03-18 14:26:23,gpu's
2014-03-18 17:44:32,5870s/6870s
2014-03-18 17:44:32,flgrx
2014-03-18 17:44:32,sdk 2.5
2014-03-18 17:44:32,ubuntu 12.04
2014-03-18 17:44:32,r9 290
2014-03-18 17:44:32,catalyst beta 14.1
2014-03-18 17:44:32,app 2.9
2014-03-18 17:44:32,cgminer 3.8.5
2014-03-18 17:44:32,cgminer 3.7.2
2014-03-18 18:40:32,pi
2014-03-18 18:40:32,usb hubs
2014-03-18 18:40:32,power chords
2014-03-18 18:40:32,fuse panel
2014-03-19 01:04:39,gridseed miner
2014-03-19 01:04:39,cgminer
2014-03-19 01:04:39,relay kit
2014-03-19 02:42:28,gb1 miners
2014-03-19 04:09:42,usb block erupter sapphires
2014-03-19 04:09:42,antminer u2
2014-03-19 04:09:42,win 7 machine
2014-03-19 04:17:32,cougar fan
2014-03-19 04:17:32,stock fan
2014-03-19 04:17:32,noctua fan
2014-03-19 04:17:32,psu
2014-03-19 04:27:10,grid seed
2014-03-19 10:41:40,core 2 duo 2.33 ghz
2014-03-19 13:02:13,red heat sink miners
2014-03-19 15:21:40,7950
2014-03-19 15:21:40,mining computer
2014-03-19 15:21:40,remote pc
2014-03-19 15:21:40,gpu
2014-03-19 15:21:40,sgminer
2014-03-19 15:21:40,cpu
2014-03-19 15:21:40,290x
2014-03-19 15:21:40,mb
2014-03-19 16:02:27,minepeon miner
2014-03-19 16:02:27,minepeon rigs
2014-03-19 16:19:00,macbook pro retina
2014-03-19 18:32:27,antminer s1
2014-03-19 18:32:41,antminer s1
2014-03-19 18:59:08,30 amp 208v-240v pdu
2014-03-19 18:59:08,50 amp oven outlet
2014-03-19 18:59:08,30 amp 240v plugs
2014-03-19 21:38:10,boscombe pierlytics
2014-03-19 22:21:58,gridseed scrypt asics
2014-03-19 23:05:45,ant miner
2014-03-20 01:41:27,pc
2014-03-20 02:50:36,2x 12v psu
