row_index,hardware_name,hardware_index
2576,breakers,unknown
2577,outlets,unknown
2578,power source,unknown
2580,bitminers,unknown
2582,sd card,unknown
2583,S9,115
2584,Antminer S17,72
2585,Air Ducts,unknown
2586,Whatsminer M20S,64
2587,Racks,unknown
2588,Ethernet Cables,unknown
2589,PC,unknown
2591,Fans,unknown
2592,power supply,unknown
2593,S9i 14TH/S,100
2594,hashboard,unknown
2595,500 AntMiner,unknown
2596,AntMiner,unknown
2597,Antminer T9+,110
2598,customs firmware,unknown
2599,Antminer s9,115
2600,hashboard,unknown
2602,E10.3,unknown
2603,computer/laptop,unknown
2604,AUC3,unknown
2605,Controller,unknown
2606,Avalon 851,unknown
2607,control board,unknown
2608,Antminer s17,72
2609,Innosilicon,unknown
2610,Whatsminer,unknown
2611,Bitmain,unknown
2612,Ebit E10.2 Miner,unknown
2613,Avalon,unknown
2614,t17 antminer,54
2615,miner,unknown
2616,hashboard,unknown
2617,killawatt meter,unknown
2618,T17,54
2619,Rockminer U10,unknown
2620,R606,unknown
2621,Sipolar,unknown
2622,2Pac,unknown
2623,switch,unknown
2625,modem,unknown
2626,control board,unknown
2627,Asicminer 8 Nano,unknown
2628,AladdinMiner T1,unknown
2629,control board,unknown
2630,PSU,unknown
2631,bitmain APW3++,unknown
2632,miner,unknown
2633,AvalonMiner 1047,59
2634,DPS1200W PSU,unknown
2636,Win7,unknown
2637,GS hubs,unknown
2638,R606,unknown
2639,Newpac,unknown
2640,2Pac,unknown
2641,S9,115
2642,ADSL modem,unknown
2644,switch,unknown
2646,antminer s9k,65
2648,Avalon 852,unknown
2649,hashboard,unknown
2651,Antminer S9,115
2652,S9,115
2653,Ebay,unknown
2654,Antminer Hydro,19
2655,laptop,unknown
2656,RT-AC87U,unknown
2657,RasPi,unknown
2658,a741,121
2660,S9,115
2661,Avalon R4,122
2662,Hashboard,unknown
2663,Antminer T9+,110
2664,Antminer,unknown
2666,Avalon 6,unknown
2667,Avalon 1041,unknown
2668,psu,unknown
2669,s9,115
2670,t17,70
2671,L3+,unknown
2672,miners,unknown
2673,S9,115
2674,10kV transmission line,unknown
2675,power supply,unknown
2677,exhaust shroud,unknown
2679,chip,unknown
2680,S17 Pro-50,72
2681,duct,unknown
2682,heatsinks,unknown
2683,hubswitch,unknown
2684,sdcard,unknown
2685,s9j control board,unknown
2686,modem,unknown
2687,S9,115
2689,s17,74
2690,S17,74
2693,Antminer R4,122
2694,Antminer S9j,36
2695,PSU,unknown
2696,S9 SE,68
2697,Avalon A1047,59
2698,Canaan Avalon 1047,59
2699,Triplite 6kva dual-conversion UPS,unknown
2700,M10,89
2701,S9 miners,115
2702,dns cache / forwarder,unknown
2703,s9 miners,115
2705,cisco switches,unknown
2706,S9,115
2707,local dns cache,unknown
2708,S9,115
2709,PSU,unknown
2710,ASIC AntMiner V9,106
2711,whatsminer M3 V2.2,113
2713,antminer s9k,65
2714,bitmain,unknown
2715,20A,unknown
2716,110v ac wall,unknown
2717,S9k,65
2718,2500w PSU,unknown
2719,10/2 WG wire,unknown
2720,30 amp 240V circuits,unknown
2721,240v plug,unknown
2722,240V 30A breakers,unknown
2723,20 amp plug,unknown
2724,miner,unknown
2725,Dragonmint T1,104
2726,hash board,unknown
2727,T9+,110
2728,M20S,64
2729,S9,115
2730,Low power mode,unknown
2731,Antminer S9,115
2732,control board,unknown
2733,mini sd card,unknown
2735,sd card,unknown
2736,hash board,unknown
2737,s9,115
2738,Avalon,unknown
2739,Raspberry Pi,unknown
2740,A851,unknown
2741,Server Power Supply,unknown
2742,Extension Cords,unknown
2743,Wireless Repeaters,unknown
2744,Wifi Setup,unknown
2745,ISP,unknown
2746,Pool,unknown
2747,Power Supply,unknown
2748,Power Board,unknown
2750,Antminer s9,115
2751,S9,115
2752,S7,126
2753,avalons,unknown
2754,Innosilicon T2T 30T,unknown
2755,821,107
2756,S9,115
2757,t3 t39,76
2758,t2 t24,unknown
2759,Antminer R4,122
2760,Aladdin Miner T1,unknown
2761,30 Amp circuits,unknown
2762,M10,89
2763,20 Amp circuit,unknown
2764,M20S,64
2766,m21s,69
2767,m20s,64
2768,M20s,64
2769,T30,unknown
2770,T15,unknown
2771,741,121
2772,s17,72
2773,s9 miner,115
2774,miner,unknown
2775,dragonmint T1,104
2776,static IP address,unknown
2778,T2T 30T,unknown
2779,S11 Antminer,81
2781,Antminer S9,115
2782,m10,89
2783,PDU's,unknown
2784,screen mesh,unknown
2785,30 amp circuits,unknown
2786,shelving units,unknown
2787,Mineral wool insulation,unknown
2788,bitmain firmware,unknown
2789,S9,115
2790,Bitmain,unknown
2791,M20,unknown
2792,M21,63
2793,M21s,69
2794,antminer S9,115
2795,IP reporter button,unknown
2796,antminer s9,115
2798,jumper,unknown
2799,Antminer S9,115
2800,Antminer S7,126
2801,voltmeter,unknown
2802,Noctua 12v,unknown
2803,Innosillicon T3+57T,60
2804,cron tab,unknown
2805,cgminer,unknown
2807,BITMAIN S9,115
2808,t2th+,unknown
2809,20s,unknown
2810,21s,unknown
2811,T17s,unknown
2812,s17,72
2813,m20s,64
2814,m21s,69
2815,cgminer 4.1.11,unknown
2816,Antminer s9,115
2817,140-watt soldering gun,unknown
2818,Antminer s7,126
2819,Antminer s9j,94
2820,Delta QFR1212GHE Fan,unknown
2821,Antminer s9,115
2822,air gun,unknown
2823,hot-air,unknown
2824,donor boards,unknown
2826,P3 Power PSU,unknown
2827,AWP3+ PSU,unknown
2828,Bitmain's supply,unknown
2829,APW3++ PSU,unknown
2830,S9j,94
2831,Antminer S9,115
2832,EBIT E12,57
2833,S17E Antminer,55
2834,10 gauge wire,unknown
2835,S9 Antminer,115
2836,30 AMP breaker,unknown
2837,14 gauge wire,unknown
2838,miner's control board,unknown
2840,S9,115
2841,S7,126
2842,iPad,unknown
2843,Innosilicon t3 50,66
2844,T3-50,66
2845,cameras,unknown
2846,air filters,unknown
2848,steel bars,unknown
2849,24H armed guards,unknown
2850,automatic double front doors,unknown
2852,Antminer S17,72
2853,Antminer T17+,54
2854,Antminer S9,115
2855,Antminer S9i,100
2856,Antminer S9k,65
2857,Antminer T17e,56
2858,Antminer S17 Pro,73
2859,S17,72
2860,T17,70
2861,S17 Pro,73
2862,Canaan,unknown
2863,power supply units,unknown
2864,s17 Pro units,72
2865,S9,115
2866,S9i,100
2867,S9j,94
2868,S9se,68
2869,Antminer T17,70
2870,S9k,65
2871,Antminer S17,73
2872,Antminer S15,unknown
2873,Avalon841,103
2874,Beagleboard,unknown
2875,S9,115
2876,Raspberry Pi,unknown
2877,machine,unknown
2878,Pangolin M20,unknown
2879,BitPay Visa,unknown
2880,Awesome Miner,unknown
2881,Kripto02,unknown
2882,Kripto03,unknown
2883,BitMain S3,127
2884,BitMain S3,127
2885,BitMain S3,127
2886,raspberry Pi,unknown
2887,PC,unknown
2888,ebitminer mini software,unknown
2889,EBANG E10.3,unknown
2890,S9 12.5T,115
2891,Antminer S9 Hydro,92
2892,S9 Hydro 18.0T,92
2893,Antminer s17,73
2894,Antminer s17 pro,72
2895,Innosilicon T2TH+ 37TH,unknown
2896,control board,unknown
2897,hash board,unknown
2898,PSU,unknown
2899,BOB,unknown
2900,WhatsMiner M20S,64
2901,control board,unknown
2902,Antminer R4,122
2903,Avalon 721/741,unknown
2904,Neptune,unknown
2905,Ebit E9+,109
2906,c19 to c20,unknown
2907,l6-30r,unknown
2908,l6-30p,unknown
2909,t17,70
2910,14 awg power wire,unknown
2911,smartpower units,unknown
2912,Antminer S9,115
2913,s9i LPM,100
2914,hashboard,unknown
2915,firmware,unknown
2916,Pangolin,unknown
2917,m38,unknown
2918,m101,unknown
2919,m20s,64
2920,m201,unknown
2921,m10,89
2922,m21s1,unknown
2923,Antminer S9J,93
2924,temp-sensors,unknown
2925,hashboards,unknown
2926,20amp fuse switches,unknown
2927,200 amp box,unknown
2928,PDUs,unknown
2929,S9s,115
2930,L3s,unknown
2931,Tripp lite 30 amp PDUs,unknown
2932,Antminer S9,115
2933,Nand flash storage,unknown
2935,xbox,unknown
2936,S17,73
2938,Ant S9,115
2939,windmill,unknown
2941,240v,unknown
2942,S9k,65
2943,S9s,115
2944,Raspberry PI,unknown
2945,Ant miners,unknown
2946,S9,115
2947,A4+ Miners,unknown
2948,s9's,115
2949,kWh meter,unknown
2950,Canaan A10,unknown
2951,psu,unknown
2952,sipolar 10 port usb powered hubs,unknown
2953,Raspberry Pi 3,unknown
2954,Windows 10,unknown
2955,300 watt panels,unknown
2956,BitMain S9,115
2957,200 amp solenoid,unknown
2958,Antminer S9E,unknown
2959,T9+,110
2960,S9k,65
2961,GPU card,unknown
2962,Bitmain S9,115
2963,FPGA development board,unknown
2964,De0-nano board,unknown
2965,Innosilicon T2T,unknown
2966,Bitmain,unknown
2967,T1,unknown
2968,S9,115
2970,Antminer S17,72
2971,Pangolin M20,unknown
2972,Dragonmint T1,104
2973,S9,115
2974,S9 control board,unknown
2975,Router/gateway,unknown
2976,switch,unknown
2978,s11,81
2979,breaker,unknown
2980,ASIC,unknown
2981,Earthing,unknown
2983,1800W power supply,unknown
2984,Innosilicon T2THf,unknown
2985,mineral oil,unknown
2986,T17,70
2987,Antminer T17e,56
2988,AVR 3000W,unknown
2989,PSU,unknown
2990,INNOSILICON T3-50T BTC Miner,66
2991,Aisen A1 miners,38
2992,ebit e10.3,unknown
2993,M3X,105
2994,warehouse,unknown
2995,T17,70
2996,s17e,55
2997,T17 antminer,70
2998,T17,70
2999,T17e,56
3000,T17+,54
3001,s17 gear,unknown
3002,T3,unknown
3003,heat sink,unknown
3004,Linux,unknown
3005,CGminer,unknown
3006,cooling system,unknown
3007,air-conditioning,unknown
3008,Antminer T17,70
3009,t17,70
3010,T17,70
3011,control board,unknown
3012,power supply,unknown
3013,oscilloscope,unknown
3014,T3H miner,unknown
3015,T3+ units,unknown
3016,hashboard,unknown
3017,DPS-1200FB-1 A,unknown
3018,PSU,unknown
3019,power supply,unknown
3020,BW-L21 miner,unknown
3021,S17 / T17 control board,unknown
3022,thermally insulated ducting,unknown
3024,Router,unknown
3025,Antminer S9,115
3026,Antminer T9+,110
3027,PC,unknown
3028,S17+,53
3029,Antminer S9,115
3030,psu,unknown
3031,elastic tube,unknown
3032,tube,unknown
3033,hashboard,unknown
3034,PSU 1000W,unknown
3035,Pangolin,unknown
3036,Microbit,unknown
3037,M-20,unknown
3038,Z11,unknown
3039,Innosilicon T3 57TH unit,60
3040,PSU,unknown
3041,Cheetah miner F1,unknown
3042,F1 Miners,unknown
3043,whatsminer m10,89
3044,Antminer S5,127
3045,PSU,unknown
3046,Dell N750P,unknown
3047,Antminer T17,70
3048,Antminer S17+,53
3049,Avalon 851,unknown
3050,Avalon 852,unknown
3051,Avalon 841,103
3052,S17 Pro,72
3053,S17/T17,unknown
3054,Asic Anminer s9k,65
3055,control board,unknown
3056,control board,unknown
3057,s17e 64,55
3058,EBang E9.3,99
3060,frame,unknown
3061,hash board,unknown
3063,control board,unknown
3064,gpu,unknown
3065,Gypsum Board Partition,unknown
3066,T9+,110
3067,S9i,100
3068,mdf,unknown
3069,Antminer S9k,65
3070,Antminer T17e,56
3071,pdu,unknown
3072,Windows PowerShell,unknown
3073,Antminer s15,unknown
3074,air filter,unknown
3075,hash boards,unknown
3076,Antminer S9SE,68
3077,S9i,100
3078,S17Pro,72
3079,S9k,65
3080,Z11,unknown
3081,L3+,unknown
3082,S15,unknown
3083,S17pro,72
3084,841,103
3085,821,107
3086,Rasp Pi,unknown
3087,apw3++,unknown
3088,hash boards,unknown
3089,Etherium miners,unknown
3090,Antminer S9k,65
3091,Antminer S9SE,68
3092,antminer S17,74
3093,T9+,110
3094,Antminer S15,unknown
3095,Dragonmint,104
3096,power supply,unknown
3097,power strip,unknown
3098,PSU,unknown
3099,z9 mini,unknown
3100,Antminer T15,unknown
3101,T15,unknown
3102,cabling,unknown
3103,fuse board,unknown
3104,wire mesh,unknown
3105,Antminer S9,115
3106,S9 miners,115
3107,L3+/++ units,unknown
3108,Awesome Miner software,unknown
3109,Awesome Miner Antminer Firmware,unknown
3110,Antminer S9i,100
3111,Antminer S9j,94
3112,APW3+,unknown
3113,M21s,69
3114,M20,64
3115,M20s,64
3116,T9+,110
3117,Avalon A1041,unknown
3118,Avalon A1066,61
3119,T17+,54
3120,T9,118
3121,S9,115
3122,Avalon A721,unknown
3123,Avalon A1047,59
3124,Avalon A841,103
3125,S9,115
3126,Control board,unknown
3127,psu,unknown
3128,voltage regulator,unknown
3129,Bitfily A1,38
3130,Fans,unknown
3131,Mainboard,unknown
3132,Hashboard,unknown
3133,Avalon,unknown
3134,Lancelot,unknown
3135,GPUs,unknown
3136,Icarus boards,unknown
3137,electric heating element,unknown
3138,miners,unknown
3139,electric heating element,unknown
3140,miners,unknown
3141,fireplace,unknown
3142,electric heating element,unknown
3143,miners,unknown
3144,aisen A1,38
3145,Charter Spectrum Modem (Arris),unknown
3146,Netgear NightHawk R7000 Router,unknown
3147,Cat5,unknown
3148,mining machines,unknown
3149,S15s,unknown
3150,2Pac sticks,unknown
3151,S17 Pro,72
3153,S9,115
3154,hashboard,unknown
3155,Braiins-os,unknown
3156,PSU,unknown
3158,S17,74
3159,Antminer,unknown
3160,control board,unknown
3162,miner,unknown
3163,Avalon 841,103
3165,Raspberry Pi 3 B,unknown
3166,S17 50T,unknown
3167,asic boost firmware,unknown
3168,linux,unknown
3169,Antminer s9,115
3170,bitfury b8,114
3171,Antminer S9,115
3172,innosilicon T2TH+,unknown
3173,Kia Forte,unknown
3174,18 pin PHD connector,unknown
3175,S9 Miner,115
3176,StrongU U6,unknown
3177,sha-256,unknown
3178,gpu,unknown
3179,cpu,unknown
3180,scrypt,unknown
3182,OrangePi Zero,unknown
3183,Avalon,unknown
3184,Bitmain Antminer,unknown
3185,Whatsminer,unknown
3186,Canaan Avalon 1066 PRO,unknown
3187,Bitmain S9,115
3188,S9,115
3189,T9,118
3190,M21s,69
3191,Black Arrow X3,unknown
3192,Antminer S9,115
3193,l3+,unknown
3194,s9,115
3195,btc,unknown
3196,Avalon 841,103
3197,APW7,unknown
3198,S17,74
3199,S15,unknown
3200,S9,115
3201,T17+,54
3202,Antminer T17,70
3203,T17,70
3204,S17,74
3205,APW7,unknown
3206,S17,74
3207,T17,70
3208,Desktops,unknown
3209,Router,unknown
3210,Asus RT-N12 D1,unknown
3211,Asic miner,unknown
3212,Antminer T9+,110
3213,S7,126
3214,Bitmain PSU,unknown
3215,T2T-25T,unknown
3216,filters,unknown
3219,Ant Miner,unknown
3220,S9,115
3221,Antminer S9,115
3222,Controllers,unknown
3223,S17 PSU,unknown
3224,S15 PSU,unknown
3225,antminer s11,81
3226,hash board,unknown
3227,Avalon8,unknown
3228,PDU,unknown
3229,miner,unknown
3230,C13 plugs,unknown
3231,3300 watt mining unit,unknown
3232,3000 watt mining unit,unknown
3233,S9,115
3234,T17+,54
3235,Innosilicon T2T 30T,unknown
3236,Avalons,unknown
3237,T17,70
3238,s19s,unknown
3239,parabolic/yagi antennas,unknown
3240,Ebit 10.2,unknown
3241,T9+,110
3242,T9+,110
3243,T9+,110
3244,T9+,110
3245,T9+,110
3246,S17+/Pro,unknown
3247,17 series,unknown
3248,T17+,54
3249,S17+,53
3250,T17,70
3251,S17,74
3252,T17+,54
3253,T17e,56
3254,T17e,56
3255,PSU,unknown
3256,M20S,64
3257,2100 watt miner,unknown
3258,P21,unknown
3259,s9e,unknown
3260,s9,115
3261,S9K,65
3262,Antminer,unknown
3263,t9,118
3264,S9,115
3267,S9k,65
3268,S9se,68
3269,Antminer T17e,56
3270,s9,115
3271,hashing board,unknown
3273,Kano,unknown
3274,Bitmain,unknown
3275,CKSolo,unknown
3276,modem,unknown
3277,control board,unknown
3278,sd card,unknown
3280,psu,unknown
3281,Love Core Aixin A1,unknown
3282,chain0,unknown
3283,hashboard,unknown
3284,control board,unknown
3285,PSU,unknown
3286,Innosilicon T2TZ,unknown
3287,30T edition,unknown
3288,HP HSTNS-PR16,unknown
3289,chip count bitmain,unknown
3290,cap count bitmain,unknown
3291,braiins based gear,unknown
3292,1200 watt power supply,unknown
3293,Antminer T9+,110
3294,p20 psu,unknown
3295,p21 psu,unknown
3296,m20s,64
3297,s9,115
3298,KNC Miner Neptunes,unknown
3299,Bitmain,unknown
3300,MicroBT,unknown
3301,whatsminer 5.0.2,unknown
3302,v9 control board,unknown
3303,S17 Pro,72
3304,Antminer U3,unknown
3305,power supply,unknown
3306,Antminer T17,70
3307,control board,unknown
3308,Avalon 1066,61
3309,HP power supplies,unknown
3310,S17,74
3311,Fluke,unknown
3312,generator,unknown
3313,Dragonmint T1,104
3314,Antminer T15,unknown
3315,m20s,64
3316,s17,74
3317,t17,70
3318,t17,70
3319,s17 pro,72
3320,PSU,unknown
3321,T17,70
3322,antminer S11,81
3323,hashboards,unknown
3324,pipes,unknown
3325,S17,74
3326,S17+,53
3327,PSU,unknown
3328,hash board,unknown
3329,S9,115
3330,m20s,64
3331,AvalonMiner 821,107
3332,S11,81
3333,AC,unknown
3334,washer,unknown
3336,watt meter,unknown
3337,miner,unknown
3340,hash board,unknown
3341,Antminer S17E,55
3342,hashcards,unknown
3343,miner,unknown
3344,T17e,56
3345,S17e,55
3346,Antminer T17,70
3347,bitmain miner,unknown
3348,rasp pi,unknown
3349,heatsink,unknown
3350,antminer t17+,unknown
3351,hashboard,unknown
3352,farm,unknown
3353,Terminus R606,unknown
3354,zadig,unknown
3355,FutureBit Apollo Scrypt miner,unknown
3356,MineFarmBuy,unknown
3357,S9,115
3358,S15,unknown
3360,hashboard,unknown
3361,control board,unknown
3362,M3,113
3363,PSU,unknown
3364,APW9+,unknown
3365,PSU,unknown
3366,S17,74
3367,NEMA 6-20 plug,unknown
3368,S17+ miner,53
3369,power supply,unknown
3370,APW9,unknown
3371,s9,115
3372,miner,unknown
3373,switch,unknown
3375,SD-card,unknown
3376,S9,115
3377,Philips screw driver,unknown
3378,PSU,unknown
3379,T17,70
3380,T17+,unknown
3381,S17,74
3382,S17pro,unknown
3383,S17+,53
3384,S9K,65
3385,APW3++,unknown
3386,multimeter,unknown
3387,t17+,unknown
3388,dragon 1T,unknown
3389,A2 LTC ASIC,unknown
3390,A1 BTC ASIC,unknown
3391,ANU 1,unknown
3392,ANU 2,unknown
3393,Raspberry Pi 4,unknown
3394,ANU 3,unknown
3395,ANU 0,unknown
3396,L3+,unknown
3397,Avalon A921,88
3398,APW PSU,unknown
3399,Raspberry Pi 3,unknown
3400,Mac Mini,unknown
3401,AUC3 Dongle,unknown
3402,Bitmain APW3+,unknown
3403,S9i,100
3406,VidToo Controller,unknown
3407,Avalon 921,88
3408,AUC3,unknown
3409,PSU,unknown
3411,hashboards,unknown
3412,GPUs,unknown
3413,R606,unknown
3414,Antminer U2,unknown
3415,Bitmain Antminer U2,unknown
3416,R808,unknown
3418,Raspberry Pi 4,unknown
3419,U3,unknown
3421,asic t17+,56
3422,framework of asic.to,unknown
3423,psu,unknown
3425,control board,unknown
3426,11gh,unknown
3427,22 gpus,unknown
3428,1.2 ph,unknown
3429,1.5 ph,unknown
3430,22 gpus,unknown
3431,Butterfly Labs Jalapeno,unknown
3432,T17,unknown
3433,D3,unknown
3434,11gh,unknown
3435,5kwatts,unknown
3436,Antminer S11,81
3437,s17,72
3438,s17pro,73
3439,t17,70
3440,BMminer,unknown
3442,control board,unknown
3443,Avalon 1066 pro55th miner,45
3444,T17+,54
3445,hashboard,unknown
3446,630A circuit breakers,unknown
3447,whatsminers,unknown
3448,s9,115
3449,200 amps worth of miners,unknown
3450,T9+,110
3451,S9,115
3452,APW 1600 power supply,unknown
3453,meter,unknown
3454,t17+,56
3455,t17,70
3456,S9 6 hashboard,115
3457,IPbutton,unknown
3458,latest firmware,unknown
3459,s9 miner,115
3460,Antminer S17 Pro,72
3461,Rocket's firmware,unknown
3462,S17Pro/S17+,73
3463,AntMiner T9+,110
3464,Antminer U1,unknown
3465,BFL ASICS,unknown
3466,Chili miners,unknown
3468,T17e,56
3469,control board,unknown
3470,Antminer S9,115
3471,s9,115
3473,breaker,unknown
3474,voltage regulators,unknown
3475,80amp breaker,unknown
3476,S9E,unknown
3477,T17+,54
3478,u2,unknown
3479,Block Erupters,unknown
3480,T17 42 TH,unknown
3481,S19 95T,49
3482,9 series,unknown
3483,17 series,unknown
3484,S19-Pro,49
3485,PC,unknown
3486,Avalon 821,107
3487,Raspberry Pi,unknown
3488,Miner MM,unknown
3489,S17+,53
3490,T17,70
3491,Z11,unknown
3492,power supply,unknown
3493,S9,115
3495,control board,unknown
3496,m3 machines,unknown
3497,antminer t17,70
3614,Antminer S9,115
3615,BFL Monarch,unknown
3616,pre-heater,unknown
3617,PSU,unknown
3618,Antminer S9,115
3619,Antminer T9,118
3620,ASIC,unknown
3621,Ebang Ebit E9 Plus,109
3622,miner,unknown
3623,Reset button,unknown
3624,Chrome,unknown
3625,innosilicon t2tz,unknown
3626,macbook,unknown
3628,S9 board,unknown
3629,T9 antminer,118
3630,GPU rig,unknown
3631,network switch,unknown
3632,Internet connection,unknown
3633,Antminer S9,115
3634,Avalon 921,88
3635,AUC3,unknown
3636,Avalon9,unknown
3637,S19 pro,49
3638,Avalon 841,103
3639,PSU,unknown
3640,Converter,unknown
3641,hashboard,unknown
3642,Antminer,unknown
3644,S9,115
3645,841,103
3646,M10,89
3647,R4,122
3648,ant,unknown
3649,Seasonic Gold 1250,unknown
3650,Seasonic Gold 750,unknown
3651,Corsair 950W,unknown
3652,EVGA Supernova 1500Watt,unknown
3653,EVGA Supernova 1300Watt,unknown
3654,S3 firmware,unknown
3655,tape,unknown
3656,hot glue gun,unknown
3657,antminer s9,115
3658,lovecore a1,unknown
3659,T17e,56
3660,t17,70
3661,S9k,65
3662,controler,unknown
3663,S9se,68
3664,S17 pro,72
3665,S17+,53
3666,T17+,54
3667,S9,115
3668,antminer t17+,54
3669,S9 Board,unknown
3670,hash board,unknown
3671,ARMv7 Processor,unknown
3672,ASIC,unknown
3673,S9,115
3674,AntMiner S9 Miner Control Board,unknown
3675,temperature sensors,unknown
3676,eeprom,unknown
3677,Antminer S19pro,49
3678,Antminer s9,115
3679,t2ts,unknown
3680,S15 PSU,unknown
3681,Whatsminer M3X,105
3682,model 2.0,unknown
3683,Ac unit,unknown
3685,Z15,unknown
3686,S19PRO,49
3687,Dragonmint T1,104
3689,S9k,65
3690,power supply,unknown
3691,S15,unknown
3692,PSU,unknown
3693,wires,unknown
3694,m21 s whatsminer,69
3695,S17 Pro,72
3696,control board,unknown
3697,PSU,unknown
3698,laptop,unknown
3699,Fans,unknown
3700,Antminer S9,115
3701,APW9+,unknown
3702,test fixture,unknown
3703,control board,unknown
3704,I2C interface,unknown
3705,temperature sensor,unknown
3706,percpu,unknown
3707,ARMv7 Processor,unknown
3708,BOM Version,unknown
3709,PCB Version,unknown
3710,memory,unknown
3711,Xilinx Zynq,unknown
3713,hashboards,unknown
3714,T17+,54
3716,Hiveon software,unknown
3718,control board,unknown
3719,LEDs,unknown
3720,NAND,unknown
3721,Bitmain Antminer S9,115
3722,unknown,unknown
3723,Innosilicon T3+,71
3724,Bitmain Antminer S19,50
3725,Bitmain Antminer S17e,55
3727,unknown,unknown
3728,Bitmain Antminer S7,126
3729,unknown,unknown
3730,unknown,unknown
3731,unknown,unknown
3732,Bitmain Antminer S19 Pro,49
3733,Bitmain Antminer S9,115
3734,unknown,unknown
3735,unknown,unknown
3736,unknown,unknown
3737,unknown,unknown
3738,unknown,unknown
3739,Bitmain Antminer S9,115
3741,unknown,unknown
3742,unknown,unknown
3744,unknown,unknown
3745,unknown,unknown
3748,unknown,unknown
3749,unknown,unknown
3751,unknown,unknown
3752,unknown,unknown
3753,unknown,unknown
3754,Bitmain Antminer S9,115
3756,Bitmain Antminer T17,70
3757,Bitmain Antminer L3+,unknown
3758,Innosilicon T2T-30T,unknown
3759,unknown,unknown
3760,unknown,unknown
3761,unknown,unknown
3762,unknown,unknown
3763,Bitmain Antminer S9,115
3764,Bitmain Antminer S9i,100
3766,unknown,unknown
3767,Bitmain Antminer S9,115
3768,Bitmain Antminer T9+,110
3769,Bitmain Antminer S9,115
3770,Bitmain Antminer S17 Pro,72
3771,unknown,unknown
3772,Canaan AvalonMiner 741,121
3773,unknown,unknown
3774,Bitmain Antminer S9,115
3775,unknown,unknown
3776,Bitmain Antminer S9i,100
3777,Bitmain Antminer T17s,unknown
3778,unknown,unknown
3779,unknown,unknown
3780,Bitmain Antminer S17+,53
3781,Bitmain Antminer S17 Pro,72
3782,Innosilicon T2TH+ 37T,unknown
3783,Innosilicon T2TH+ 39T,unknown
3784,Innosilicon T2TH+ 50T,unknown
3785,Bitmain Antminer T9,118
3786,Bitmain Antminer S17 Pro 53th,unknown
3789,unknown,unknown
3790,MicroBT Whatsminer M3,113
3791,unknown,unknown
3792,Innosilicon T2TH+ 37T,unknown
3793,older Innosilicon T2TH+ 37TH,unknown
3794,MicroBT Whatsminer M21S,69
3795,MicroBT Whatsminer M20S,64
3796,MicroBT Whatsminer M10,89
3797,Bitmain Antminer S17+,53
3798,unknown,unknown
3799,unknown,unknown
3800,MicroBT m20s,unknown
3802,Canaan AvalonMiner 1047,59
3803,Bitmain Antminer S9,115
3805,unknown,unknown
3807,Bitmain Antminer T17,70
3808,Bitmain Antminer S9K,65
3809,Bitmain Antminer S9SE,68
3810,unknown,unknown
3811,Bitmain Antminer S9j,94
3812,Bitmain Antminer S9i,100
3813,Canaan AvalonMiner 1246,39
3814,unknown,unknown
3815,unknown,unknown
3817,Bitmain Antminer S17e,55
3818,unknown,unknown
3819,unknown,unknown
3820,unknown,unknown
3821,unknown,unknown
3822,unknown,unknown
3823,unknown,unknown
3824,unknown,unknown
3825,Bitmain Antminer S17+,53
3826,Halong Mining DragonMint T1,104
3827,unknown,unknown
3828,unknown,unknown
3829,Bitmain Antminer S9i,100
3830,Bitmain Antminer S9j,94
3831,Bitmain Antminer S9 Hydro,92
3832,Canaan AvalonMiner 821,107
3833,unknown,unknown
3834,unknown,unknown
3835,Antminer S9,115
3836,Antminer S17+,53
3837,Antminer S9,115
3839,Antminer S9,115
3840,Stratum proxy,unknown
3841,BFGMiner,unknown
3842,Bitcoin core,unknown
3843,PSU,unknown
3844,Braiin's OS,unknown
3845,Control board,unknown
3846,Avalonminer 821,107
3847,AUC converter,unknown
3848,PSU,unknown
3850,Antminer S17,72
3851,Antminer S15,unknown
3852,main panel,unknown
3853,Love core Aisen A1 miner,unknown
3854,control board,unknown
3856,Innosilicon T2THF,unknown
3857,Antminer S9j,94
3858,APW3++,unknown
3859,Antminer S9,115
3860,hashboard,unknown
3861,asic,unknown
3862,control board,unknown
3863,Antminer T17,70
3864,3 hasboards,unknown
3865,sserver.cfg,unknown
3866,Apache Server,unknown
3867,stratum server,unknown
3868,bitcoind,unknown
3869,Antminer T15,unknown
3870,test fixture,unknown
3872,xshell 6,unknown
3873,miner,unknown
3874,PSU,unknown
3875,shelving,unknown
3876,infrastructure,unknown
3877,insulation board,unknown
3878,wires,unknown
3879,Antminer T17,70
3880,Whatsminer m21s,69
3881,control board,unknown
3882,motherboard,unknown
3883,Dragonmint T1,104
3886,Antminer S9K,65
3888,S9k,65
3889,Bitmain's Antminer S5 Units,127
3890,Bitmain Antminer S3+ Batch 7 Units,unknown
3891,hashboards,unknown
3892,control board,unknown
3893,Q3 miner,unknown
3894,S9-Hashboard,unknown
3895,t2thf,unknown
3897,Antminer T17,70
3898,Asic chip,unknown
3899,WhatsMiner M31S+ 80T,40
3900,Whatsminer m3,113
3901,AUC3,unknown
3904,control board,unknown
3905,hash board,unknown
3907,S3,128
3908,ASICs,unknown
3909,Antminer S9,115
3911,Hashboard,unknown
3912,Antminer S17 Pro 59 TH/s,73
