row_index,hardware_name
3554,PSU whatsminer P5
3555,PC/Laptop
3556,Whatsminer M3
3557,S9
3558,S17_53T
3559,antminer s17+
3560,s9 PSU
3561,s17pro PSU
3562,psu
3563,hash board
3564,miner
3565,ANTMINER S9
3568,cheap monitor
3570,S9
3571,miner
3572,hashboards
3573,S17+
3574,APW9+ PSU
3575,miner
3576,t17e
3578,Whatsminer
3580,Antminer S9K
3581,S17 Pro 50TH
3582,S9s
3583,S9i
3584,S9j
3585,S9-Hydro
3586,Avalon1 110ghz Asic miner
3587,8' x 12' shed
3588,Innosilicon T2T 30T
3589,240 volts
3590,Antminer S17 Pro
3591,S9
3593,compressed air
3594,S17 pro
3595,DIY soundproofing cabinet
3596,S9
3597,S9i
3598,ZYNQ mainboard
3599,Dragonmint T1
3600,Bitmain Apw3 -12-1600
3601,psu
3602,AvalonMiner 1041
3603,Raspberry Pi 1 model B+
3604,Raspberry Pi 2 model B
3605,Raspberry Pi 3 model B
3606,AvalonMiner Controller
3607,Avalon 9
3608,Avalon 8
3609,black box
3610,Antminer S9
3613,Antminer S9
3614,S-9s
3615,BFL Monarch
3616,pre-heater
3617,PSU
3618,Antminer S9
3619,Antminer T9
3620,ASIC
3621,Ebang Ebit E9 Plus
3622,miner
3623,Reset button
3624,Chrome
3625,innosilicon t2tz
3626,macbook
3628,S9 board
3629,T9 antminer
3630,GPU rig
3631,network switch
3632,Internet connection
3633,Antminer S9
3634,Avalon 921
3635,AUC3
3636,Avalon9
3637,S19 pro
3638,Avalon 841
3639,PSU
3640,Converter
3641,hashboard
3642,Antminer
3644,S9
3645,841
3646,M10
3647,R4
3648,ant
3649,Seasonic Gold 1250
3650,Seasonic Gold 750
3651,Corsair 950W
3652,EVGA Supernova 1500Watt
3653,EVGA Supernova 1300Watt
3654,S3 firmware
3655,tape
3656,hot glue gun
3657,antminer s9
3658,lovecore a1
3659,T17e
3660,t17
3661,S9k
3662,controler
3663,S9se
3664,S17 pro
3665,S17+
3666,T17+
3667,S9
3668,antminer t17+
3669,S9 Board
3670,hash board
3671,ARMv7 Processor
3672,ASIC
3673,S9
3674,AntMiner S9 Miner Control Board
3675,temperature sensors
3676,eeprom
3677,Antminer S19pro
3678,Antminer s9
3679,t2ts
3680,S15 PSU
3681,Whatsminer M3X
3682,model 2.0
3683,Ac unit
3685,Z15
3686,S19PRO
3687,Dragonmint T1
3689,S9k
3690,power supply
3691,S15
3692,PSU
3693,wires
3694,m21 s whatsminer
3695,S17 Pro
3696,control board
3697,PSU
3698,laptop
3699,Fans
3700,Antminer S9
3701,APW9+
3702,test fixture
3703,control board
3704,I2C interface
3705,temperature sensor
3706,percpu
3707,ARMv7 Processor
3708,BOM Version
3709,PCB Version
3710,memory
3711,Xilinx Zynq
3713,hashboards
3714,T17+
3716,Hiveon software
3718,control board
3719,LEDs
3720,NAND
3721,S9
3722,XINSHILI Q3
3723,Innosilicon T3+
3724,S19
3725,S17e
3727,KNC Neptune
3728,S7
3729,L3+
3730,control board
3731,hashboard
3732,S19 Pro
3733,s9
3734,PC
3735,Antminer USB sticks
3736,Gekkoscience Newpac USB miners
3737,mini USB Antminer
3738,old laptop
3739,S9
3741,BTC miners
3742,switch
3744,hash boards
3745,mining software
3748,aluminium ducting
3749,"5"" duct"
3751,stereo speakers
3752,miner
3753,car engine
3754,S9
3756,T17
3757,bitmain l3+
3758,innosilicon T2T-30T
3759,PSU
3760,Kentek 1 ft AC Power Cable IEC-60320 C13 to C14 Extension 14 AWG 15A 250V SJT
3761,Antminer U2
3762,Avalon 1066 PSU
3763,s9
3764,antminer s9i
3766,asic
3767,S9
3768,T9+
3769,S9
3770,S17 Pro
3771,Hashboard
3772,Avalon 741
3773,A7
3774,S9
3775,Aladdin miner T1
3776,Bitmain S9i
3777,T17s
3778,psu
3779,Bitmain credit
3780,S17+
3781,S17 Pro
3782,Innosilicon T2TH+ 37T
3783,Innosilicon T2TH+ 39T
3784,Innosilicon T2TH+ 50T
3785,Antminer T9
3786,S17 Pro 53th
3789,WhatsMiner Tool V5.3.5
3790,WhatsMiner M3
3791,Cannan
3792,Innosilicon T2TH+ 37T
3793,older Innosilicon T2TH+ 37TH
3794,MicroBT M21S
3795,MicroBT M20S
3796,MicroBT M10
3797,S17+
3798,Avalon A10xx
3799,Canaan's Avalons
3800,MicroBT m20s
3802,Canaan Avalon 1047
3803,Antminer S9
3805,machine
3807,ANTMINER T17
3808,Antminer S9K
3809,Antminer S9SE
3810,bitmain AW3++ power supplies
3811,Antminer S9j
3812,Antminer S9i
3813,Canaan Avalon 1246
3814,hashboard
3815,power supply
3817,S17e
3818,hashboard
3819,control board
3820,miner
3821,Xilinx Board
3822,Lianli PSU
3823,USB to SATA adapter
3824,220v outlets
3825,Antminer S17+
3826,Dragonmint T1
3827,hashboards
3828,control board
3829,S9i
3830,S9j
3831,S9 Hydro
3832,Canaan Avalon 821
3833,unit
3834,hash board
3835,S9
3836,S17+
3837,antMiner S9
3839,Antminer S9
3840,Stratum proxy
3841,BFGMiner
3842,Bitcoin core
3843,PSU
3844,Braiin's OS
3845,Control board
3846,Avalonminer 821
3847,AUC converter
3848,PSU
3850,S17
3851,S15
3852,main panel
3853,Love core Aisen A1 miner
3854,control board
3856,Innosilicon T2THF
3857,S9j
3858,APW3++
3859,S9
3860,hashboard
3861,asic
3862,control board
3863,Antminer T17
3864,3 hasboards
3865,sserver.cfg
3866,Apache Server
3867,stratum server
3868,bitcoind
3869,Antminer T15
3870,test fixture
3872,xshell 6
3873,miner
3874,PSU
3875,shelving
3876,infrastructure
3877,insulation board
3878,wires
3879,T17
3880,Whatsminer m21s
3881,control board
3882,motherboard
3883,Dragonmint T1
3886,Antminer S9K
3888,S9k
3889,Bitmain's Antminer S5 Units
3890,Bitmain Antminer S3+ Batch 7 Units
3891,hashboards
3892,control board
3893,Q3 miner
3894,S9-Hashboard
3895,t2thf
3897,T17
3898,Asic chip
3899,WhatsMiner M31S+ 80T
3900,Whatsminer m3
3901,AUC3
3904,control board
3905,hash board
3907,S3
3908,ASICs
3909,S9
3911,Hashboard
3912,S17 Pro 59 TH/s
3913,S9i
3915,ASIC miners
3916,PCs
3917,Raspberry Pi
3918,desktop
3919,mainboard
3920,s9
3921,PCI-e connectors
3922,S17 Pro
3923,control board
3924,PSU
3925,t17+
3926,S17e
3927,hash board
3928,S9
3930,S9
3931,asic S9
3932,L3
3933,S9
3934,Antminer s9
3935,hashboards
3936,miner
3937,hashboards
3938,T17+
3939,hashboard
3940,ASIC
3941,T9+
3943,GPU
3944,T9+
3946,control board
3947,Xinshili Q3 Miner
3948,hashboard
3949,miner
3950,r4
3951,T17
3952,heat sink
3953,220 plugs
3954,network connection
3955,web interface
3956,firmware
3958,control board
3960,S9
3961,Hiveon
3962,S9
3963,hash board
3964,eeprom
3965,T17 42 TH/s miner
3966,ARMv7 Processor
3967,Xilinx Zynq
3968,power supply
3970,A1 Love Core Aisen 24th
3971,hashboard
3973,Antminer T17
3974,miner
3975,Antminer S9
3976,PSU
3977,1800W 80 plus Gold rated PSU
3978,s9
3979,instruction cache
3980,miner
3982,control board
3983,S19
3984,S17
3985,Raspberry Pi
3987,Laptop
3988,PC
3989,F1 Cheetah miner
3990,s17
3991,s17
3992,s11
3993,t2thm
3994,s11
3995,s9
3996,t3
3997,Dragonmints T1
3998,Bimtain t9
4001,S9
4002,control board
4003,micoSD
4004,power supply
4005,Braiins OS+
4006,APW3++
4007,Bitmain S9i
4008,card
4009,aluminum waterblocks
4010,thermal pads
4011,thermal paste
4012,S9
4013,heatsinks
4014,power supplies
4015,aluminium slide
4016,multi-storey sound insulation box
4017,air baffle
4018,PSU
4019,1U of rack space
4020,1 Gbps port
4021,Red Hat Enterprise Linux 8
4022,Intel Gold 16 core
4023,mining gear
4024,larger rigs
4025,U6
4026,Avalon
4027,Antminer s.17
4028,BTC.com software
4029,Bitmain firmware
4030,laptop
4031,phone
4032,USB miner
4033,bitcoin core node
4034,AvalonMiner 1166 Pro
4035,RasPi-4
4036,RasPi-3
4037,RasPi-2
4038,RasPi-1
4039,RasPi-4
4040,RasPi-3
4041,RasPi-2
4042,Raspi-4
4043,AUC
4044,Avalon Miner 921
4045,power supply
4046,miner PSU
4047,S19 Pro
4048,Antminer S9
4049,hashboard
4050,Braiins OS
4052,voltage
4053,S19 pro
4054,Bitmain PSU
4055,Antminer S9
4056,GPUs
4057,ASICs
4058,S9 boards
4059,miner S9-13.5T
4060,miner
4062,A1 Pro 23TH
4063,hash board 1
4064,BM1387B Asic chip
4065,pkg-config
4066,ubuntu 18.04 LTS
4067,automake
4068,libtool
4069,libudev-dev
4070,libusb-1.0-0-dev
4071,libncurses5-dev
4072,hardware
4073,cgminer
4074,S17+
4075,miner device
4076,heat sinks
4077,hashboard
4079,miners
4080,tanks
4081,DryCooler 100KW
4082,Heat Exchanger
4083,pumps
4084,Canaan Avalonminer 1166 Pro
4085,s17pro
4086,V9 machine
4087,tester
4089,A10
4090,841
4091,Canaan 941
4092,Avalon 921
4093,control board
4094,S9
4095,sd card
4097,Antminer T17e
4098,Braiins OS+
4099,Antminer T17
4100,RX 570 GU
4101,Bitmain S19 Pro
4102,S9
4103,Apollo
4104,Terminus R606
4105,NewPac USB miners
4106,S9k
4107,Canaan
4109,hashboards
4110,Antminer T17
4111,S17+
4113,micro SD
4114,miner
4115,Bitmain Antminer S9k
4116,newpacs
4117,block erupters
4118,Bitmain S19j pros
4120,hashboard
4121,control board
4122,AWP 3+ PSU
4123,miner
4124,821/841
4125,power generating plant
4126,Router
4127,Ebang Ebit9+
4128,L3+
4130,Firefox
4131,Windows 10
4132,Terminus R606
4133,Canaan
4134,Antminer T17
4135,Antminer T9+
4136,t17e
4137,E9.3
4139,ZG834-V1.3
4140,Dragonmint T1
4142,mining board
4143,firmware
4144,pdu/breaker
4145,S9
4146,PSU
4147,Whatspower P11
4148,Whatsminer M10
4149,hashboard
4150,AntMiner S9 Miner Control Board
4152,12 GPU 6 card rigs
4153,Whatspower P5
4154,M3
4155,antminer
4156,s17pro
4157,Ebit e9i
4158,Ebit e9i
4160,InnoSilicon
4161,kano
4162,Awesome Miner
4163,Antminer S17+
4164,PSU
4165,hashboard
4166,ASIC miner
4167,t17e
4168,A7 and A8 series miners
4169,S9 ASIC
4170,Avalon miners
4171,gpu rigs
4172,asic miners
4173,E10.3
4174,Antminer S9
4175,big wooden box
4177,ASIC
4178,RTX 3080
4179,graphics cards
4180,E10.3
4181,Crucial NVME.2 500GB SSD
4182,Rubber Feet
4183,Kill-A-Watt Meter
4184,ckpool
4185,Apollo BTC Miner
4186,Fan
4188,power supply
4191,S9
4192,asics antminer s11
4193,PSU
4194,hashboard
4195,heat sink
4197,T17
4198,Bitmain APW7 120V/240V 1800W supply
4199,rpi 3
4200,Avalon 921
4201,ASIC chip
4202,Canaan 1066 50t
4203,16a sockets
4205,hardware
4206,hydroelectric power plants
4207,fossil fuel
4208,nuclear energy
4209,bitmain original firmware
4210,Whatsminer M21
4211,bridge board
4212,M10
4213,A841
4214,KanoPool
4215,antpool
4216,R4
4217,Bitfury
4218,M10
4219,apw3++
4220,computer
4221,Antminer S17+
4222,heater
4223,voltmeter
4224,A841
4225,A1047
4226,PSU
4227,A1041
4228,RTX 3080
4229,GPU
4230,Antminer S9j
4234,APW9+ PSU
4235,T17e
4236,rig
4237,new miners
4238,Chinese mining firms
4239,power supply unit
4242,pool
4243,farm
4244,S9
4245,ZEUS chip tester
4246,volt-meter
4248,sd card
4250,T9+
4251,Pickit3
4252,MPLAB PICkit 3
4253,Bitmain
4254,Awesomeminer
4255,hardware wallet
4256,laptop
4257,Trezor
4258,HS5 (Sai)
4259,ASIC miners
4260,S9
4261,Whatsminer
4262,S19
4264,Antminer T15
4265,R4
4266,S15
4267,L3+
4268,standard unit
4270,S9 13.5Th
4271,APW3++
4272,electricity generator
4274,s19pro
4275,S3
4276,antminer S9 SE
4277,Hardware version 30.0.1.3
4278,Bitmainer version 2.0.0
4279,Antminer S9j
4280,T19
4281,AntMiner
4282,control board
4283,PSU
4284,Hashboard
4285,infrared camera
4286,watts up power meter
4287,pool
4288,741
4289,telescope
4290,Crypto Miner
4291,m20
4292,Whatsminer M21s 54TH
4293,bitmain miner
4294,P11
4295,D1
4296,m20s
4297,wires
4298,hash board
4299,control board
4300,Antminer s19 pro
4301,T19
4302,ras-pi 3
4304,ACU
4305,A921
4306,A921
4307,AlphaMiner PSUs
4308,Avalon 851s
4309,AvalonMiner 1066
4311,internet modem
4312,Ebang E10.1
4313,Avalon A841
4314,Bitmain R4
4315,S3
4316,S2
4317,S1
4318,800A service
4319,30+ miners
4320,300 S19s
4321,Bitcoin blockchain
4322,ASICs
4323,APW3++ PSU
4324,Antminer s17
4325,Antminer S9i
4326,chain card
4328,S12
4329,M20
4330,S9
4331,modem
4332,TP Link wifi extender
4333,Bitmain APW7 110/220 PSU
4334,Antminer S9 SE
4335,S17pro
4336,50th
4337,53th
4338,S19 Pro
4339,liquid cooling
4340,S9
4341,S19 Pro
4342,Avalon a841
4343,ASICS
4345,spare parts
4346,S19
4347,hashboards
4348,Viabtc
4349,work machines
4350,Mini Doge
4351,S17+
4352,L3++
4353,Whatsminers
4354,Avalon A851
4355,kernel code
4356,node_mem_map cde10000
4357,percpu
4358,Built 1 zonelists
4359,Dentry cache hash table
4360,Inode-cache hash table
4361,rwdata
4362,Avalon 852
4364,S17 Pro
4365,T17
4366,servers
4367,computers
4368,usb hubs
4369,Gekko R606
4370,Asus RT-AC66U B1
4371,metal reusable filters
4372,cisco switches
4373,t17
4374,control board
4375,S5+
4376,S1
4377,S19Pro
4378,Avalon 1246
4379,gpu rig
4380,s17 pro
4381,s19 pro
4382,Avalon 1166
4383,s17 pro
4384,hash boards
4385,asics
4386,full node
4387,S17+
4388,Heatsink
4389,PSU
4390,T17
4392,t17e hashboards
4393,radeon 5797
4394,solar panels
4395,s17
4396,mac pro
4397,Canaan Avalon 1166 pro
4398,SMD rework station
4399,miner
4400,PSU
4401,apw3+
4402,PSU
4403,s9
4404,apw3++
4405,bitcoin node
4406,ASIC Saphire
4407,Moonlander
4408,Avalon 1166
4409,Whatsminer M10
4410,PSU
4411,Avalon
4412,L3
4413,Scrypt Miner
4414,Controller
4415,power
4416,computers
4417,Antminer T9+
4418,PSU
4419,"1,8V regulator"
4420,hash board
4421,T17e
4422,"0,8Volts regulator"
4423,Cheetah miner F1 20th
4424,evaporative cooler
4425,Antminer s9
4426,t17e
4428,Compressed Air Duster
4429,hashboards
4430,canned pressurised air
4431,S9/i
4432,IPA
4433,A1 24TH
4434,T17e
4435,S19J 100Th
4436,HS5
4437,A10 Pro+
4438,Ebit E12
4439,asics
4440,rolling
4441,cutting
4442,painting oven
4443,Antminer S9
4444,Braiinos
4445,GPU RTX 3070
4446,Bitmain S15s
4447,Antminer S9
4449,hash board
4451,PSU
4453,Innosilicon T2T-26T
4454,Raspberry Pi
4455,Innosilicon T2Tz 30TH
4456,Antminer S19 Pro
4457,S19 pro
4458,S19pro
4459,S9
4460,S9i
4461,S9j
4462,17 series
4463,baikal miners
4464,antminers
4465,silverfish
4466,innosilicon
4467,gridseed blade
4468,gpus
4469,asics
4470,S9
4472,USB sticks
4473,Terminus pod miner
4474,Sidehack's original small USB sticks
4475,Sidehack's newer USB sticks
4476,Sidehack's latest one
4477,pmu board
4478,Laptop
4479,Bitcoin Core
4480,Antminer S19
4481,Slush
4482,ckpool
4483,Whatsminer M21s
4484,L3+
4486,D3
4487,Miners
4488,T17
4489,GeForce RTX 3090
4490,AMD Ryzen 9 5900X
4491,asic
4492,S19 Pro
4493,T17
4495,BraiinOs
4496,250k Asic
4497,BM1397
4498,BraiinsOS
4499,32Bit raspberry pi
4500,M31s
4501,M32
4502,Bitmain Miners
4503,GPU (1080 Ti)
4504,Canaan's Avalon miners
4505,Bitmain R4
4506,RX6800 cards
4507,AvalonMiner 841
4508,841
4510,s9s
4511,Minion ASIC
4512,GekkoScience Compac F
4513,GekkoScience NewPac
4514,BM1387
4515,BM1397
4516,S17
4517,hash board
4518,T17e bitmain firmware
4519,PSU
4520,Antminer T17e
4521,APMinerTool
4522,miner
4523,antminers T17+
4524,AntMiner S19j Pro
4525,s17 pro
4527,APW3
4528,control board
4529,sd card
4531,S9
4532,Antminer
4533,AvalonMiner 1166 Pro
4534,S19
4535,L6-30 receptacle
4536,dryer
4537,AC
4538,Waterpumps
4539,geyser
4540,BBB board
4541,T2T 26Th
4542,clean airflow
4543,internet connection
4544,mining gear
4545,"10KW grid tied, battery backed up system"
4546,Tesla Powerwall 2
4547,30 amp breaker
4548,PDU
4549,PSU
4550,hashboard
4551,S17 53th
4552,100amp service
4553,Ebang Ebite E9+
4554,T17
4555,control board
4557,PSU
4558,natural gas generator
4559,generator
4560,Innosilicon T3
4561,T17
4562,hash board
4563,Pickit 3
4564,PSU
4565,PIC firmware
4566,Antminer S17+
4567,S17+
4568,MSKminer
4569,M21
4570,APW12
4571,Nema 6-20P
4572,S17 Pro
4573,S9
4574,1 s9
4575,solar panels
4576,S9
4577,GPU rig
4578,manufacturers
4579,conminingcentral
4580,T17
4581,s9
4582,63 Asic
4583,Antminer S19 Pro
4584,Antminer T19
4585,Antminer T17
4586,S19 Pro
4587,S17
4588,PC
4589,PSU
4590,miner
4591,hashboard
4592,miner
4593,Innosilicon A6
4594,Pi
4595,AwesomeMiner
4596,Whatsminer
4597,Bitmain ASIC
4598,LOVECORE A1
4599,ZEUS one
4600,hashboard
4601,multimeter
4602,controlboard
4603,S17+
4604,Russian version asic.repair
4605,psu
4606,1166
4607,Avalon 1246
4608,canaan avalon miners
4609,S19J 100Th
4610,LT5 Pro
4611,S9
4612,insulation
4613,electric vehicle
4614,miner
4615,Avalon 1246
4616,asic test fixture
4617,dc power supply
4618,hashboards
4619,S17+
4620,Pushover App
4621,Apple phones
4622,server
4623,Android
4625,Tasker App
4626,miners
4627,LLC
4628,T17 miner
4630,Antminer S17E
4631,Gekkoscience NEWPAC miner
4632,T3+
4633,auc3 converter
4634,avalon 841
4635,S19
4636,hashboards
4637,Avalon 8s
4638,S17 pro
4639,L3+
4640,Avalon 1126s
4641,Avalon 1047
4642,RTX 3090
4643,S19
4644,miner
4645,farm
4647,Ebang E10.2 ASIC Miner
4648,s17+
4649,boards
4651,control board
4652,PSU
4653,Futurebit machines
4654,miner
4655,firmware
4656,Canaan 1166 pro
4657,s19
4658,Antminer S19
4659,control board
4660,S17 model hashboards
4662,hashboard
4663,S17+
4664,S17+
4665,APW9+
4666,control board
4667,Bitmain T17
4669,control board
4670,S17
4671,Antminer S17E
4672,Antminer S9K
4673,boards
4674,air compressor
4675,flux
4676,S17
4677,DragonMint T1
4678,S9
4679,hot air
4680,T17+
4681,S9
4682,T15
4683,S15
4684,Blizz
4685,L3
4686,S17
4687,S9
4688,S9K
4690,avalon miner 1166 pro 81 th
4691,avalon miners
4692,Avalon 1166
4693,Avalon 1246
4694,S9
4695,L3+
4696,LT5
4697,Avalon 1246
4698,A3
4699,S9
4700,Verizon
4702,Linux server
4703,Windows server
4704,Dell server
4705,PFSense
4706,Cisco managed switch
4707,Modem
4708,Optimum
4709,Antminer S19
4710,ASIC miners
4711,Multi-head gigabit NICs
4712,AC
4714,t17+
4715,Aisen A1 Pro
4716,A1 miner
4717,graphic card ATI Radeon HD 4350
4718,3.4kw
4719,T9+
4720,T9
4721,S9
4722,GPU kit
4723,GPUs
4724,miners
4726,manufacturer
4727,authorized distributor
4728,iDsonix USB 3.0 Hub
4729,Full Unit
4730,Innosilicon T3
4731,Laptop
4732,S17 Pro
4733,S9 Space heater
4734,Vonets Wifi Bridge
4735,Usb hub
4736,S9
4737,hashboard
4738,PSU
4739,power supply
4740,device
4741,supports/frame
4742,air ducts
4743,chip
4746,control board
4747,S19 Pro
4748,panel
4749,switch
4750,rack
4751,hash board
4752,S19pro
4753,S17+73
4754,sound proofing material
4755,240 breakers
4756,70T Antminer S17+
4757,73T Antminer S17+
4758,240v outlets
4759,bitcoin-0.19.1
4760,asic miner
4761,Avalon 1246
4762,GPU
4763,Hive OS
4764,control board
4765,NAND memory
4766,S19 Pro
4767,T19
4768,Whatsminer M20s
4769,S19 PRO
4770,power unit
4771,PSU
4772,Whatsminer M20S
4773,Antminer S9
4774,A9xx series
4775,Avalon 1246
4776,PSU
4777,internet connection
4778,heatsinks
4780,hardware wallet
4781,cold storage wallet
4782,cooling system
4783,loterymachine
4784,Avalonminer 921
4785,AUC3
4786,APW7 1800
4787,Raspberry Pi 2 Model B
4788,Antminer s9
4789,Solar
4790,Avalon 851s
4791,Avalon 1246
4792,GPU miners
4793,1246 83t
4794,1246 85t
4795,Avalon 1166
4796,breaker panel
4797,single pole breaker
4799,2-pole breaker
4800,ATX sockets
4802,Avalon 851
4803,ASICs
4804,S19pro 100th units
4806,Ebang Ebit E10
4807,PSU
4808,Btmain
4809,S19 Pro
4810,solar arrays
4811,immersion cooling
4812,shipping containers
4813,cooling system
4814,oil/coal/gas
4815,T9+ miners
4816,Whatsminer M20
4817,outlet
4818,breaker box
4819,C19 connector
4820,S17
4821,S9
4822,Antminer S17
4823,GekkoScience
4824,TTBit
4825,NEMA 14-50 outlet
4826,Antminer S19j Pro 100T
4828,hash cards
4829,S19's
4830,Bitmain
4831,S9s
4832,S19
4833,Avalon 1126
4834,Antminer T17
4835,Avalon A1066
4836,S9 hashboard
4837,tester
4838,auto power shut down
4839,Antminer S17 Pro
4840,S9
4841,S5
4842,Bitmain PSU
4843,S9
4844,Avalon6
4846,Antminer S9
4847,A821
4848,Innosilicon T2
4849,T2
4850,A941
4851,Canaan Avalon 1246
4852,Antminer
4853,ASIC
4854,Mallory 5250 Gerotor Pump
4855,BraiinsOS
4857,jumper
4859,control board
4860,Antminer S9
4861,Avalon 921
4862,miner
4864,cooling booster
4865,ethernet
4866,6inch ducts
4868,firmware
4869,PSU
4870,ASIC miner
4871,Avalon 841
4872,Antminer S17
4873,Antminer S19
4874,Large aluminum radiator
4875,Recirculating pumps
4876,Nemo 6-15P outlets
4878,Antminer S9J
4879,20AMP circuit
4880,Avalon841
4881,S19J PRO
4882,board
4883,resistors
4884,S9i
4885,doge mini
4886,L3+
4888,network switch
4890,netgear switch
4891,S9
4892,S9 hashboard
4893,control board
4895,ebang e10.3
4897,modem
4898,Whatsminer M30
4899,S19 Pro
4900,S17
4901,Control board
4902,panels
4903,solar array
4904,solar farm
4905,Avalon A1166 pro 81T
4906,s17+ hashboard
4907,chip 64
4908,chip 65
4909,chip 63
4910,voltage regulator
4911,5T
4912,innosilicon t3+
4913,m20s
4914,asic
4915,Fans
4916,Avalon 1246
4917,Network Cables
4918,Network IP
4919,Control Board
4920,S9
4922,hashboard
4923,control board
4924,Taurus miner C12
4925,S9
4926,S15
4929,Antminer S19j Pro
4930,Avalon 921
4932,Avalon
4933,Antminer
4934,M32s
4935,metal shelving
4936,ASIC
4937,warehouse space
4938,2x4
4939,drywall
4941,camera
4942,laptop
4943,network switch
4944,sensors
4945,HashExpert
4946,AntMiner S9j 14TH
4947,PSU
4948,Avalon 741
4949,GPU
4950,Avalon 1246
4951,Fan
4952,Power supply
4953,Miner
4954,Avalon 1246
4955,main breaker
4956,two board
4957,one board
4958,A1166-Pro
4959,PDU
4960,Avalon Miner 1166Pro-78TH
4961,miners
4962,mining
4963,Braiins OS+
4964,Bitmain S9i
4965,Innosilicon T2th+
4966,Avalon 1047
4967,220v power supply
4968,C13 cords
4969,Antminer T19
4971,PSU
4973,power supply
4974,hashboard
4975,Lovecore A1
4976,miners
4977,Ebang 10.3 models
4978,psu
4979,S9J Hashboard
4980,avalon miner 841
4981,Bitmain AntMiner U1
4982,PSU
4983,SOC
4984,G19
4985,Innosilicon T2T-25T
4986,avalon 1246
4987,Router
4988,APW9+
4989,S17
4990,Avalon A921
4992,miner
4993,S17+
4994,T17+
4995,miner
4996,Avalon 841s
4997,240V psu
4998,distribution panel
4999,GPU
5000,Antminer S19j Pro
5001,ANTMINER T9+
5002,S17Pro
5004,PSU
5005,Avalon 1246
5006,Solar arrays
5007,Vacuum cleaner
5008,Battery
5009,Solar system hardware
5010,Server PC
5011,A/C
5012,Gig internet
5013,Solar panels
5014,soldering iron
5015,Antminer s19+
5016,S9
5017,CANAAN AVALON MINER 1166PRO
5019,bitmain S11 miner
5020,hash board
5021,wires
5023,control board
5025,PSU
5026,Antminer S7
5027,temperature meter
5028,s19 Pro
5029,S19
5030,M30S
5031,S17 Pros
5032,A9xx
5033,M20
5034,M20
5035,M30S
5036,Avalon 1246
5038,4g modem
5039,s17+
5040,m20
5041,Antminer S9
5042,SD Card
5043,Reset button
5044,Fans
5045,s19pro
5046,S9i
5047,PSU
5048,2300 watts PSU
5049,bitmain PSU
5050,RPI 3 Model B
5051,Avalon A921
5053,miner firmware (MM)
5054,Auc3 converter
5055,ACU3 adapter
5056,Avalon 841
5058,Raspberry Pi
5059,Bitmain
5060,S17
5061,S9
5062,841
5063,S9
5064,Raspberry Pi
5065,Newpac
5066,Minerva M7 miner
5067,Bitmain PSU
5068,Braiins OS
5069,T1
5070,Raspberry Pi 1B plus
5071,Avalon Miner A851
5072,Raspberry Pi 3B
5073,S19 Pro
5074,S17 Pro
5075,asic miner
5076,Bitfury b8
5077,Antminer T17
5078,solar panels
5079,S9 Antminer
5080,PSU
5081,S19j
5082,S19
5083,S19j pro
5084,Antminer S17
5085,USB ASIC
5086,ASICs
5087,Antminer S1
5088,Bitmain
5089,Bitfury
5090,Avalon1
5091,M20s
5092,Bitmain
5093,Antminer S9J
5095,Fans
5096,PIC
5097,Pickit 2
5098,Logic Analyser
5099,MCP4017
5100,VOIP phones
5101,T1 service
5102,b5
5103,b1
5104,S9
5105,s19
5106,control board
5107,PDU
5108,Antminer T15
5109,16GB flash drive
5110,S9s
5111,BFGMiner
5112,miner
5114,btc address
5115,power bar
5116,Avalon 1166Pro
5118,Antminers
5119,hash boards
5120,M20s
5121,Canaan Avalon A1246
5122,Avalon Miners A1246
5123,hash boards
5124,Elbrus-8C
5125,Baikal-M
5127,S19 miners
5128,NEMA 14-50R
5129,wifi bridge
5130,S9J hashboard
5131,Fan
5133,Power supply unit (PSU)
5134,control board
5135,S19jPro 100th
5136,S19J Pro 100th
5137,S19J Pro
5138,S19J
5139,T2T PSU
5140,Innosilicon T2T
5141,Canaan
5142,Bitmain
5143,8.5 kw solar system
5144,Hashboard
5145,Avalon A1166 81T
5146,Chips
5147,Fans
5148,Heatsink
5149,control LED
5151,hashing boards
5152,PSU
5153,Avalonminer 1166 PRO 81 T
5154,miner
5155,BTC address
5156,s17 64th
5157,s19 95T
5158,L3+
5159,T17
5160,S17e
5161,T17+
5162,S19
5163,S17+
5164,Dragonmint t1
5165,220 outlet
5166,reset buttons
5167,miners
5168,miner PSU
5169,Avalon 1246
5170,Hashboard
5171,Chinese psu
5172,S9i
5173,Aisen A1
5174,CANAAN AVALON MINER 1166PRO
5175,hashboards
5176,Canaan AvalonMiner 1166 Pro
5177,s19
5178,Apollo BTC
5179,Compac F
5180,s17
5182,ASIC-based miners
5183,PSU
5184,z15
5185,L3+
5186,miners
5187,BTC
5188,s17+
5189,hashboards
5190,PSU
5191,control board
5192,ASIC miner
5193,control board
5195,Innosilicon T2
5196,miner
5197,Innosilicon T2
5198,Ant Miner L3++
5199,circuit breaker
5200,face recognition camera
5201,power supplies
5203,Transformers
5204,security locks
5205,cameras
5206,indoor tarps
5207,fuses
5208,extension cords
5209,switch
5210,outlet sockets
5211,Avalons
5212,Avalon 851
5213,gpu
5214,S9
5215,test fixture
5216,S9's
5217,S9
5218,1T25 v1.2 boards
5219,antminer s9
5220,stylus
5221,chrome browser
5222,S17s
5223,S17+
5225,Avalon 1246
